Sample,Study,Site,Country,Lat,Long,Year,ENA,All samples same individual,Population,% callable,QC pass,Exclusion reason,Is returning traveller
PA0103-C,1006-PF-GM-CONWAY,Brikama,Gambia,13.27479,-16.64092,2008,ERR022519,PA0103-C,WAF,86.32,TRUE,Analysis_set,FALSE
PA0104-C,1006-PF-GM-CONWAY,Brikama,Gambia,13.27479,-16.64092,2008,ERR022521,PA0104-C,WAF,89.94,TRUE,Analysis_set,FALSE
PA0105-C,1006-PF-GM-CONWAY,Brikama,Gambia,13.27479,-16.64092,2008,ERR022520,PA0105-C,WAF,80.27,TRUE,Analysis_set,FALSE
PA0134-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR063600,PA0134-C,WAF,90.47,TRUE,Analysis_set,FALSE
PA0136-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR211448,PA0136-C,WAF,90.18,TRUE,Analysis_set,FALSE
PA0137-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR055487,PA0137-C,WAF,89.72,TRUE,Analysis_set,FALSE
PA0138-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR063604,PA0138-C,WAF,91.19,TRUE,Analysis_set,FALSE
PA0140-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR055468,PA0140-C,WAF,86.44,TRUE,Analysis_set,FALSE
PA0141-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR211455,PA0141-C,WAF,90.21,TRUE,Analysis_set,FALSE
PA0143-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR063601,PA0143-C,WAF,1.76,FALSE,Less_than_50pc_callable,FALSE
PA0144-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR063550,PA0144-C,WAF,90.16,TRUE,Analysis_set,FALSE
PA0145-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR063602,PA0145-C,WAF,90.78,TRUE,Analysis_set,FALSE
PA0146-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR063524,PA0146-C,WAF,89.2,TRUE,Analysis_set,FALSE
PA0147-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR063548,PA0147-C,WAF,90.86,TRUE,Analysis_set,FALSE
PA0148-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR063610,PA0148-C,WAF,90.6,TRUE,Analysis_set,FALSE
PA0149-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR055497,PA0149-C,WAF,86.98,TRUE,Analysis_set,FALSE
PA0150-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR059380,PA0150-C,WAF,80.9,TRUE,Analysis_set,FALSE
PA0151-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR055482,PA0151-C,WAF,89.7,TRUE,Analysis_set,FALSE
PA0152-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR055493,PA0152-C,WAF,89.42,TRUE,Analysis_set,FALSE
PA0153-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR063614,PA0153-C,WAF,90.78,TRUE,Analysis_set,FALSE
PA0154-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR063599,PA0154-C,WAF,90.7,FALSE,Mixed_species,FALSE
PA0155-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR055478,PA0155-C,WAF,90.67,TRUE,Analysis_set,FALSE
PA0156-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR055483,PA0156-C,WAF,82.69,TRUE,Analysis_set,FALSE
PA0157-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR063603,PA0157-C,WAF,89.95,TRUE,Analysis_set,FALSE
PA0158-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR063542,PA0158-C,WAF,90.23,TRUE,Analysis_set,FALSE
PA0159-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR059382,PA0159-C,WAF,90.45,TRUE,Analysis_set,FALSE
PA0160-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR059386,PA0160-C,WAF,90.99,TRUE,Analysis_set,FALSE
PA0161-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR063598,PA0161-C,WAF,90.19,TRUE,Analysis_set,FALSE
PA0162-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR223044,PA0162-C,WAF,90.36,TRUE,Analysis_set,FALSE
PA0163-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR055495,PA0163-C,WAF,90.28,TRUE,Analysis_set,FALSE
PA0164-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR063539,PA0164-C,WAF,83.99,TRUE,Analysis_set,FALSE
PA0165-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR059378,PA0165-C,WAF,90.39,TRUE,Analysis_set,FALSE
PA0166-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR063530,PA0166-C,WAF,0.86,FALSE,Less_than_50pc_callable,FALSE
PA0167-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR059407,PA0167-C,WAF,90.56,TRUE,Analysis_set,FALSE
PA0168-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR063547,PA0168-C,WAF,90.32,TRUE,Analysis_set,FALSE
PA0169-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR063549,PA0169-C,WAF,90.27,TRUE,Analysis_set,FALSE
PA0170-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR063594,PA0170-C,WAF,33.62,FALSE,Less_than_50pc_callable,FALSE
PA0171-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR055479,PA0171-C,WAF,90.46,TRUE,Analysis_set,FALSE
PA0172-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR063596,PA0172-C,WAF,90.42,TRUE,Analysis_set,FALSE
PA0173-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR063617,PA0173-C,WAF,90.37,TRUE,Analysis_set,FALSE
PA0174-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR059394,PA0174-C,WAF,0,FALSE,Less_than_50pc_callable,FALSE
PA0175-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR216460,PA0175-C,WAF,67.43,TRUE,Analysis_set,FALSE
PA0176-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR063540,PA0176-C,WAF,89.97,TRUE,Analysis_set,FALSE
PA0177-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR059384,PA0177-C,WAF,90.85,TRUE,Analysis_set,FALSE
PA0178-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR059389,PA0178-C,WAF,90.83,TRUE,Analysis_set,FALSE
PA0179-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR059388,PA0179-C,WAF,90.7,TRUE,Analysis_set,FALSE
PA0180-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR063529,PA0180-C,WAF,90.25,TRUE,Analysis_set,FALSE
PA0181-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR059402,PA0181-C,WAF,90.56,TRUE,Analysis_set,FALSE
PA0182-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR055503,PA0182-C,WAF,88.31,TRUE,Analysis_set,FALSE
PA0183-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR055492,PA0183-C,WAF,89.89,TRUE,Analysis_set,FALSE
PA0184-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR055488,PA0184-C,WAF,89.91,TRUE,Analysis_set,FALSE
PA0185-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR063555,PA0185-C,WAF,90.39,TRUE,Analysis_set,FALSE
PA0186-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR063606,PA0186-C,WAF,90.35,TRUE,Analysis_set,FALSE
PA0187-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR059403,PA0187-C,WAF,90.5,TRUE,Analysis_set,FALSE
PA0188-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR063538,PA0188-C,WAF,89.77,TRUE,Analysis_set,FALSE
PA0189-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR059411,PA0189-C,WAF,90.41,TRUE,Analysis_set,FALSE
PA0190-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR063527,PA0190-C,WAF,86.92,FALSE,Mixed_species,FALSE
PA0191-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR059408,PA0191-C,WAF,90.89,TRUE,Analysis_set,FALSE
PA0192-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR059393,PA0192-C,WAF,70.83,TRUE,Analysis_set,FALSE
PA0193-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR063611,PA0193-C,WAF,90.62,TRUE,Analysis_set,FALSE
PA0194-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR059395,PA0194-C,WAF,0,FALSE,Less_than_50pc_callable,FALSE
PA0195-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR063543,PA0195-C,WAF,90.34,TRUE,Analysis_set,FALSE
PA0196-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR063607,PA0196-C,WAF,90.28,TRUE,Analysis_set,FALSE
PA0197-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR063541,PA0197-C,WAF,90.31,TRUE,Analysis_set,FALSE
PA0198-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR063532,PA0198-C,WAF,90.49,TRUE,Analysis_set,FALSE
PA0199-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR059385,PA0199-C,WAF,90.72,TRUE,Analysis_set,FALSE
PA0200-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR059396,PA0200-C,WAF,90.56,TRUE,Analysis_set,FALSE
PA0201-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR063531,PA0201-C,WAF,90.14,TRUE,Analysis_set,FALSE
PA0202-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR063613,PA0202-C,WAF,90.36,TRUE,Analysis_set,FALSE
PA0203-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR063533,PA0203-C,WAF,90.2,TRUE,Analysis_set,FALSE
PA0204-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR063551,PA0204-C,WAF,90.38,TRUE,Analysis_set,FALSE
PA0205-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR059404,PA0205-C,WAF,90.3,TRUE,Analysis_set,FALSE
PA0206-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR063612,PA0206-C,WAF,90.72,TRUE,Analysis_set,FALSE
PA0207-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR059397,PA0207-C,WAF,90.45,TRUE,Analysis_set,FALSE
PA0208-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR059387,PA0208-C,WAF,90.33,TRUE,Analysis_set,FALSE
PA0209-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR059398,PA0209-C,WAF,90.93,TRUE,Analysis_set,FALSE
PA0210-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR059410,PA0210-C,WAF,91.04,TRUE,Analysis_set,FALSE
PA0211-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR059409,PA0211-C,WAF,90.49,TRUE,Analysis_set,FALSE
PA0212-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR059412,PA0212-C,WAF,90.84,TRUE,Analysis_set,FALSE
PA0213-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR059390,PA0213-C,WAF,89.98,TRUE,Analysis_set,FALSE
PA0214-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR055480,PA0214-C,WAF,89.58,TRUE,Analysis_set,FALSE
PA0215-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR055499,PA0215-C,WAF,89.57,TRUE,Analysis_set,FALSE
PA0216-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR059401,PA0216-C,WAF,90.74,TRUE,Analysis_set,FALSE
PA0217-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR055500,PA0217-C,WAF,90.88,TRUE,Analysis_set,FALSE
PA0218-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR063536,PA0218-C,WAF,90.78,TRUE,Analysis_set,FALSE
PA0219-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR063557,PA0219-C,WAF,90.28,TRUE,Analysis_set,FALSE
PA0220-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR055477,PA0220-C,WAF,89.66,TRUE,Analysis_set,FALSE
PA0221-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR055501,PA0221-C,WAF,90.17,TRUE,Analysis_set,FALSE
PA0222-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR055470,PA0222-C,WAF,90.94,TRUE,Analysis_set,FALSE
PA0223-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR055484,PA0223-C,WAF,89.73,TRUE,Analysis_set,FALSE
PA0224-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR063558,PA0224-C,WAF,91.08,TRUE,Analysis_set,FALSE
PA0225-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR063554,PA0225-C,WAF,90.15,TRUE,Analysis_set,FALSE
PA0226-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR063544,PA0226-C,WAF,78.18,TRUE,Analysis_set,FALSE
PA0227-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR063615,PA0227-C,WAF,90.84,TRUE,Analysis_set,FALSE
PA0228-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR055475,PA0228-C,WAF,88.92,FALSE,Mixed_species,FALSE
PA0229-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR059392,PA0229-C,WAF,90.32,TRUE,Analysis_set,FALSE
PA0230-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR059406,PA0230-C,WAF,91.32,TRUE,Analysis_set,FALSE
PA0231-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR055469,PA0231-C,WAF,91,TRUE,Analysis_set,FALSE
PA0232-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR063537,PA0232-C,WAF,90.31,TRUE,Analysis_set,FALSE
PA0233-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR055472,PA0233-C,WAF,90.63,TRUE,Analysis_set,FALSE
PA0234-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR059405,PA0234-C,WAF,90.99,TRUE,Analysis_set,FALSE
PA0235-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR063528,PA0235-C,WAF,0.03,FALSE,Less_than_50pc_callable,FALSE
PA0236-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR055494,PA0236-C,WAF,0.01,FALSE,Less_than_50pc_callable,FALSE
PA0237-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR059399,PA0237-C,WAF,90.44,TRUE,Analysis_set,FALSE
PA0238-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR055474,PA0238-C,WAF,65.48,TRUE,Analysis_set,FALSE
PA0239-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR055471,PA0239-C,WAF,91,TRUE,Analysis_set,FALSE
PA0240-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR055473,PA0240-C,WAF,79.7,TRUE,Analysis_set,FALSE
PA0241-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR055502,PA0241-C,WAF,0,FALSE,Less_than_50pc_callable,FALSE
PA0242-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR063597,PA0242-C,WAF,30.62,FALSE,Less_than_50pc_callable,FALSE
PA0243-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR055490,PA0243-C,WAF,89.82,TRUE,Analysis_set,FALSE
PA0244-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR055485,PA0244-C,WAF,0,FALSE,Less_than_50pc_callable,FALSE
PA0245-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR063595,PA0245-C,WAF,90.5,TRUE,Analysis_set,FALSE
PA0246-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR055476,PA0246-C,WAF,89.17,TRUE,Analysis_set,FALSE
PA0247-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR063546,PA0247-C,WAF,0.01,FALSE,Less_than_50pc_callable,FALSE
PA0248-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR063525,PA0248-C,WAF,0.03,FALSE,Less_than_50pc_callable,FALSE
PA0249-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR063545,PA0249-C,WAF,90.94,TRUE,Analysis_set,FALSE
PA0250-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR059379,PA0250-C,WAF,0.03,FALSE,Less_than_50pc_callable,FALSE
PA0251-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR059400,PA0251-C,WAF,89.77,TRUE,Analysis_set,FALSE
PA0252-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR211450,PA0252-C,WAF,0,FALSE,Less_than_50pc_callable,FALSE
PA0253-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR063523,PA0253-C,WAF,90.27,TRUE,Analysis_set,FALSE
PA0254-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR063534,PA0254-C,WAF,90.25,TRUE,Analysis_set,FALSE
PA0255-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR055481,PA0255-C,WAF,86.14,TRUE,Analysis_set,FALSE
PA0256-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR059381,PA0256-C,WAF,90.51,TRUE,Analysis_set,FALSE
PA0257-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR059377,PA0257-C,WAF,90.75,TRUE,Analysis_set,FALSE
PA0258-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR055489,PA0258-C,WAF,66.57,FALSE,Mixed_species,FALSE
PA0259-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR059391,PA0259-C,WAF,0.03,FALSE,Less_than_50pc_callable,FALSE
PA0260-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR063552,PA0260-C,WAF,90.27,TRUE,Analysis_set,FALSE
PA0261-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR055496,PA0261-C,WAF,87.05,TRUE,Analysis_set,FALSE
PA0262-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR063535,PA0262-C,WAF,90.3,TRUE,Analysis_set,FALSE
PA0263-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR059383,PA0263-C,WAF,90.74,TRUE,Analysis_set,FALSE
PA0264-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR063605,PA0264-C,WAF,40.22,FALSE,Less_than_50pc_callable,FALSE
PA0265-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR055486,PA0265-C,WAF,0.01,FALSE,Less_than_50pc_callable,FALSE
PA0266-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR211469,PA0266-C,WAF,76.85,TRUE,Analysis_set,FALSE
PA0267-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR055491,PA0267-C,WAF,85.36,TRUE,Analysis_set,FALSE
PA0268-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR055498,PA0268-C,WAF,63.53,TRUE,Analysis_set,FALSE
PA0269-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR063608,PA0269-C,WAF,88.64,FALSE,Mixed_species,FALSE
PA0270-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR063553,PA0270-C,WAF,90.15,TRUE,Analysis_set,FALSE
PA0271-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR063609,PA0271-C,WAF,0.03,FALSE,Less_than_50pc_callable,FALSE
PA0272-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR063556,PA0272-C,WAF,1.62,FALSE,Less_than_50pc_callable,FALSE
PA0273-C,1026-PF-GN-CONWAY,Nzerekore,Guinea,7.753857,-8.818703,2011,ERR063526,PA0273-C,WAF,2.03,FALSE,Less_than_50pc_callable,FALSE
PA0280-CW,1026-PF-GN-CONWAY,Faranah,Guinea,10.0438,-10.7351,2011,ERR590518,PA0280-CW,WAF,48.11,FALSE,Less_than_50pc_callable,FALSE
PA0281-CW,1026-PF-GN-CONWAY,Faranah,Guinea,10.0438,-10.7351,2011,ERR590507,PA0281-CW,WAF,78.97,TRUE,Analysis_set,FALSE
PA0283-CW,1026-PF-GN-CONWAY,Faranah,Guinea,10.0438,-10.7351,2011,ERR590496,PA0283-CW,WAF,62.36,TRUE,Analysis_set,FALSE
PA0284-CW,1026-PF-GN-CONWAY,Faranah,Guinea,10.0438,-10.7351,2011,ERR590519,PA0284-CW,WAF,88.47,TRUE,Analysis_set,FALSE
PA0285-CW,1026-PF-GN-CONWAY,Faranah,Guinea,10.0438,-10.7351,2011,ERR590485,PA0285-CW,WAF,0.85,FALSE,Less_than_50pc_callable,FALSE
PA0288-CW,1026-PF-GN-CONWAY,Faranah,Guinea,10.0438,-10.7351,2011,ERR590529,PA0288-CW,WAF,3.84,FALSE,Less_than_50pc_callable,FALSE
PA0289-C,1026-PF-GN-CONWAY,Faranah,Guinea,10.0438,-10.7351,2011,ERR403204,"PA0289-C,PA0289-CW",WAF,49.58,FALSE,Less_than_50pc_callable,FALSE
PA0289-CW,1026-PF-GN-CONWAY,Faranah,Guinea,10.0438,-10.7351,2011,ERR590486,"PA0289-C,PA0289-CW",WAF,30.81,FALSE,Lower_covered_duplicate,FALSE
PA0290-C,1026-PF-GN-CONWAY,Faranah,Guinea,10.0438,-10.7351,2011,ERR403205,PA0290-C,WAF,91.02,TRUE,Analysis_set,FALSE
PA0291-CW,1026-PF-GN-CONWAY,Faranah,Guinea,10.0438,-10.7351,2011,ERR590520,PA0291-CW,WAF,85.8,TRUE,Analysis_set,FALSE
PA0292-CW,1026-PF-GN-CONWAY,Faranah,Guinea,10.0438,-10.7351,2011,ERR590530,PA0292-CW,WAF,2.48,FALSE,Less_than_50pc_callable,FALSE
PA0293-CW,1026-PF-GN-CONWAY,Faranah,Guinea,10.0438,-10.7351,2011,ERR590487,PA0293-CW,WAF,25.1,FALSE,Less_than_50pc_callable,FALSE
PA0294-CW,1026-PF-GN-CONWAY,Faranah,Guinea,10.0438,-10.7351,2011,ERR590508,PA0294-CW,WAF,60.87,TRUE,Analysis_set,FALSE
PA0295-CW,1026-PF-GN-CONWAY,Faranah,Guinea,10.0438,-10.7351,2011,ERR590497,PA0295-CW,WAF,77.32,TRUE,Analysis_set,FALSE
PA0297-CW,1026-PF-GN-CONWAY,Faranah,Guinea,10.0438,-10.7351,2011,ERR590521,PA0297-CW,WAF,85.48,TRUE,Analysis_set,FALSE
PA0298-C,1026-PF-GN-CONWAY,Faranah,Guinea,10.0438,-10.7351,2011,ERR403206,PA0298-C,WAF,82.38,TRUE,Analysis_set,FALSE
PA0299-CW,1026-PF-GN-CONWAY,Faranah,Guinea,10.0438,-10.7351,2011,ERR590509,PA0299-CW,WAF,77.63,TRUE,Analysis_set,FALSE
PA0300-C,1026-PF-GN-CONWAY,Faranah,Guinea,10.0438,-10.7351,2011,ERR403207,PA0300-C,WAF,82.67,TRUE,Analysis_set,FALSE
PA0302-C,1026-PF-GN-CONWAY,Faranah,Guinea,10.0438,-10.7351,2011,ERR403208,PA0302-C,WAF,85.45,TRUE,Analysis_set,FALSE
PA0303-CW,1026-PF-GN-CONWAY,Faranah,Guinea,10.0438,-10.7351,2011,ERR590510,PA0303-CW,WAF,84.37,TRUE,Analysis_set,FALSE
